language,rule,category,subcategory,subsubcategory,error_count,file_count,tot_essays
German,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Arabic,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
French,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,FOR_AWHILE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
Chinese,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
French,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,1,1,1100
German,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
Hindi,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
Italian,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
Japanese,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
Korean,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
Spanish,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,1,1,1100
Telugu,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
Turkish,ON_IN_THE_AFTERNOON,Collocations,NULL,NULL,0,0,1100
Arabic,HAD_VBP,Grammar,NULL,NULL,0,0,1100
Chinese,HAD_VBP,Grammar,NULL,NULL,1,1,1100
French,HAD_VBP,Grammar,NULL,NULL,0,0,1100
German,HAD_VBP,Grammar,NULL,NULL,1,1,1100
Hindi,HAD_VBP,Grammar,NULL,NULL,1,1,1100
Italian,HAD_VBP,Grammar,NULL,NULL,2,2,1100
Japanese,HAD_VBP,Grammar,NULL,NULL,1,1,1100
Korean,HAD_VBP,Grammar,NULL,NULL,0,0,1100
Spanish,HAD_VBP,Grammar,NULL,NULL,1,1,1100
Telugu,HAD_VBP,Grammar,NULL,NULL,0,0,1100
Turkish,HAD_VBP,Grammar,NULL,NULL,0,0,1100
Arabic,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Italian,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",4,3,1100
Korean,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Telugu,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Turkish,OVER_EXAGGERATED,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Arabic,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
French,LAWSUIT,"Commonly Confused Words",NULL,NULL,1,1,1100
German,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,LAWSUIT,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
French,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
German,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,1,1,1100
Telugu,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,PEACE_PIECE,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,1,1,1100
Chinese,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
French,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
German,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
Hindi,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
Italian,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
Japanese,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
Korean,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
Spanish,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,1,1,1100
Telugu,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
Turkish,LIVE_IN_ON_PLANET,Collocations,NULL,NULL,0,0,1100
Arabic,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Chinese,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
French,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
German,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Hindi,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",1,1,1100
Italian,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Japanese,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Korean,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Spanish,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Telugu,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Turkish,EVER_SO_OFTEN,Style,"Non-Standard Phrases","Non-Standard Phrases",0,0,1100
Arabic,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
Chinese,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
French,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
German,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
Hindi,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
Italian,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
Japanese,ENROLLED_IN_FOR,Collocations,NULL,NULL,1,1,1100
Korean,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
Spanish,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
Telugu,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
Turkish,ENROLLED_IN_FOR,Collocations,NULL,NULL,0,0,1100
Arabic,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
Chinese,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
French,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
German,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
Hindi,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
Italian,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
Japanese,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
Korean,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
Spanish,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
Telugu,OUGHT_SAY,Grammar,NULL,NULL,1,1,1100
Turkish,OUGHT_SAY,Grammar,NULL,NULL,0,0,1100
Arabic,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
Chinese,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
French,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
German,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
Hindi,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
Italian,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
Japanese,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
Korean,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
Spanish,PRP_MD_CD_IN,Grammar,NULL,NULL,1,1,1100
Telugu,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
Turkish,PRP_MD_CD_IN,Grammar,NULL,NULL,0,0,1100
Arabic,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
French,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,ABOUT_WHO_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",0,0,1100
Chinese,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",0,0,1100
French,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",1,1,1100
German,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",0,0,1100
Hindi,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",0,0,1100
Italian,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",1,1,1100
Japanese,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",1,1,1100
Korean,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",0,0,1100
Spanish,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",0,0,1100
Telugu,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",0,0,1100
Turkish,AFRAID_OF_HEIGHT,Grammar,"semantic restriction","mass/plural vs. singular count-noun",2,2,1100
Arabic,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,HART_HEART,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,THIS_NNS_VB,Grammar,agreement,"nominal agreement",0,0,1100
Chinese,THIS_NNS_VB,Grammar,agreement,"nominal agreement",0,0,1100
French,THIS_NNS_VB,Grammar,agreement,"nominal agreement",1,1,1100
German,THIS_NNS_VB,Grammar,agreement,"nominal agreement",0,0,1100
Hindi,THIS_NNS_VB,Grammar,agreement,"nominal agreement",0,0,1100
Italian,THIS_NNS_VB,Grammar,agreement,"nominal agreement",0,0,1100
Japanese,THIS_NNS_VB,Grammar,agreement,"nominal agreement",0,0,1100
Korean,THIS_NNS_VB,Grammar,agreement,"nominal agreement",1,1,1100
Spanish,THIS_NNS_VB,Grammar,agreement,"nominal agreement",2,2,1100
Telugu,THIS_NNS_VB,Grammar,agreement,"nominal agreement",1,1,1100
Turkish,THIS_NNS_VB,Grammar,agreement,"nominal agreement",0,0,1100
Arabic,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,CAN_SETUP,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
Italian,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Turkish,TH_THORIUM,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,1,1,1100
French,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,1,1,1100
German,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,1,1,1100
Turkish,SOME_EXTEND,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,MY_BE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
French,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,MY_BE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Japanese,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,MY_BE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,SHOE_IN,Grammar,NULL,NULL,0,0,1100
Chinese,SHOE_IN,Grammar,NULL,NULL,0,0,1100
French,SHOE_IN,Grammar,NULL,NULL,0,0,1100
German,SHOE_IN,Grammar,NULL,NULL,0,0,1100
Hindi,SHOE_IN,Grammar,NULL,NULL,0,0,1100
Italian,SHOE_IN,Grammar,NULL,NULL,0,0,1100
Japanese,SHOE_IN,Grammar,NULL,NULL,0,0,1100
Korean,SHOE_IN,Grammar,NULL,NULL,1,1,1100
Spanish,SHOE_IN,Grammar,NULL,NULL,0,0,1100
Telugu,SHOE_IN,Grammar,NULL,NULL,0,0,1100
Turkish,SHOE_IN,Grammar,NULL,NULL,0,0,1100
Arabic,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
Chinese,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
French,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
German,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
Hindi,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
Italian,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
Japanese,DOUBT_FOR_IN,Collocations,NULL,NULL,1,1,1100
Korean,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
Spanish,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
Telugu,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
Turkish,DOUBT_FOR_IN,Collocations,NULL,NULL,0,0,1100
Arabic,DIVERSITY_OF,Collocations,NULL,NULL,1,1,1100
Chinese,DIVERSITY_OF,Collocations,NULL,NULL,1,1,1100
French,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
German,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
Hindi,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
Italian,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
Japanese,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
Korean,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
Spanish,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
Telugu,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
Turkish,DIVERSITY_OF,Collocations,NULL,NULL,0,0,1100
Arabic,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
German,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Hindi,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Korean,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,TO_VB_ITS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,WHOS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,WHOS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Japanese,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,WHOSE_DT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",3,1,1100
Chinese,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,BE_CAUSE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Italian,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Telugu,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Turkish,AS_OF_YET,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Arabic,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
French,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
German,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,1,1,1100
Spanish,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,RATIONAL_RATIONALE,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
Chinese,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
French,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
German,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
Hindi,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
Italian,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
Japanese,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
Korean,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
Spanish,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
Telugu,TRAVEL_WITH_BY,Collocations,NULL,NULL,0,0,1100
Turkish,TRAVEL_WITH_BY,Collocations,NULL,NULL,1,1,1100
Arabic,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Italian,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Telugu,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Turkish,CONTINUE_TO_REMAIN,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
